央视频道,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://180.119.253.225:8600/rtp/239.49.1.1:6000
CCTV1,http://180.119.253.225:8600/rtp/239.49.8.129:6000
CCTV1,http://171.213.134.224:19999/udp/239.93.0.148:5140
CCTV1,http://171.213.134.224:19999/udp/239.93.1.68:5140
CCTV1,http://113.251.226.86:8003/rtp/235.254.198.51:1480
CCTV1,http://113.251.226.86:8003/rtp/235.254.198.1:1280
CCTV1,http://114.226.231.252:8888/rtp/239.49.8.129:6000
CCTV1,http://123.166.61.70:8003/hls/11/index.m3u8
CCTV1,http://171.213.134.224:19999/udp/239.93.0.184:5140
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV2,http://180.119.253.225:8600/rtp/239.49.1.2:6000
CCTV2,http://180.119.253.225:8600/rtp/239.49.8.130:6000
CCTV2,http://171.213.134.224:19999/udp/239.93.0.149:5140
CCTV2,http://171.213.134.224:19999/udp/239.93.1.69:5140
CCTV2,http://123.53.244.24:5566/rtp/239.16.10.127:2000
CCTV2,http://113.251.226.86:8003/rtp/235.254.198.52:1484
CCTV2,http://114.226.231.252:8888/rtp/239.49.8.130:6000
CCTV2,http://114.226.231.252:8888/rtp/239.49.1.2:6000
CCTV2,http://123.166.61.70:8003/hls/12/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://180.119.253.225:8600/rtp/239.49.1.3:6000
CCTV3,http://171.213.134.224:19999/udp/239.93.1.11:2223
CCTV3,http://171.213.134.224:19999/udp/239.93.0.150:5140
CCTV3,http://171.213.134.224:19999/udp/239.93.1.70:5140
CCTV3,http://180.108.222.92:8887/rtp/239.49.1.3:6000
CCTV3,http://113.251.226.86:8003/rtp/235.254.198.53:1488
CCTV3,http://114.226.231.252:8888/rtp/239.49.1.3:6000
CCTV3,http://123.53.244.24:5566/rtp/239.16.20.3:10030
CCTV3,http://123.53.244.24:5566/rtp/239.16.20.253:12530
CCTV4,http://36.4.85.88:4022/rtp/238.1.78.236:7760
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://180.119.253.225:8600/rtp/239.49.1.4:6000
CCTV4,http://171.213.134.224:19999/udp/239.93.0.212:5140
CCTV4,http://113.251.226.86:8003/rtp/235.254.198.183:7980
CCTV4,http://114.226.231.252:8888/rtp/239.49.1.4:6000
CCTV4,http://123.166.61.70:8003/hls/41/index.m3u8
CCTV4,http://180.119.253.225:8600/rtp/239.49.8.131:6000
CCTV4,http://42.237.181.126:4000/rtp/225.1.5.31:1342
CCTV4,http://171.213.134.224:19999/udp/239.93.1.105:5140
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://58.254.14.91:808/hls/5/index.m3u8
CCTV5,http://180.119.253.225:8600/rtp/239.49.1.5:6000
CCTV5,http://171.213.134.224:19999/udp/239.93.0.158:5140
CCTV5,http://171.213.134.224:19999/udp/239.93.1.71:5140
CCTV5,http://113.251.226.86:8003/rtp/235.254.198.54:1492
CCTV5,http://114.226.231.252:8888/rtp/239.49.1.5:6000
CCTV5,http://42.237.181.126:4000/rtp/225.1.4.159:1195
CCTV5,http://42.237.181.126:4000/rtp/225.1.4.75:1104
CCTV5,http://171.213.134.224:19999/udp/239.93.42.37:5140
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8
CCTV5+,http://171.213.134.224:19999/udp/239.93.1.36:8004
CCTV5+,http://123.53.244.24:5566/rtp/239.16.20.5:10050
CCTV5+,http://123.53.244.24:5566/rtp/239.16.10.3:2000
CCTV5+,http://58.254.14.91:808/hls/99/index.m3u8
CCTV5+,http://113.251.226.86:8003/rtp/235.254.198.122:1764
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV5+,rtsp://115.153.254.81/PLTV/88888888/224/3221226976/85722488.smil
CCTV5+,http://221.0.78.198:1681/hls/10217/index.m3u8
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://180.119.253.225:8600/rtp/239.49.1.6:6000
CCTV6,http://171.213.134.224:19999/udp/239.93.1.13:2226
CCTV6,http://171.213.134.224:19999/udp/239.93.0.64:5140
CCTV6,http://171.213.134.224:19999/udp/239.93.1.72:5140
CCTV6,http://123.53.244.24:5566/rtp/239.16.10.101:2000
CCTV6,http://114.226.231.252:8888/rtp/239.49.1.6:6000
CCTV6,http://171.38.25.112:8181/tsfile/live/0006_1.m3u8
CCTV6,http://42.237.181.126:4000/rtp/225.1.4.160:1196
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://180.119.253.225:8600/rtp/239.49.1.254:6000
CCTV7,http://180.119.253.225:8600/rtp/239.49.8.132:6000
CCTV7,http://171.213.134.224:19999/udp/239.93.1.67:5140
CCTV7,http://171.213.134.224:19999/udp/239.93.0.79:5140
CCTV7,http://171.213.134.224:19999/udp/239.93.1.73:5140
CCTV7,http://123.53.244.24:5566/rtp/239.16.10.130:2000
CCTV7,http://113.251.226.86:8003/rtp/235.254.198.56:1500
CCTV7,http://114.226.231.252:8888/rtp/239.49.8.132:6000
CCTV7,http://114.226.231.252:8888/rtp/239.49.1.254:6000
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://180.119.253.225:8600/rtp/239.49.1.8:6000
CCTV8,http://171.213.134.224:19999/udp/239.93.42.39:5140
CCTV8,http://171.213.134.224:19999/udp/239.93.0.154:5140
CCTV8,http://123.53.244.24:5566/rtp/239.16.10.102:2000
CCTV8,http://113.251.226.86:8003/rtp/235.254.198.57:1504
CCTV8,http://58.17.48.228:808/hls/8/index.m3u8
CCTV8,http://42.237.181.126:4000/rtp/225.1.4.161:1197
CCTV8,http://171.213.134.224:19999/udp/239.93.1.74:5140
CCTV8,http://123.53.244.24:5566/rtp/239.16.20.8:10080
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://171.213.134.224:19999/udp/239.93.1.24:5140
CCTV9,http://171.213.134.224:19999/udp/239.93.1.64:5140
CCTV9,http://171.213.134.224:19999/udp/239.93.1.75:5140
CCTV9,http://123.53.244.24:5566/rtp/239.16.10.103:2000
CCTV9,http://113.251.226.86:8003/rtp/235.254.198.58:1508
CCTV9,http://171.38.25.112:8181/tsfile/live/0009_1.m3u8
CCTV9,http://1b6467f415.iok.la:9931/tsfile/live/1029_1.m3u8
CCTV9,http://42.237.181.126:4000/rtp/225.1.4.77:1106
CCTV9,http://123.53.244.24:5566/rtp/239.16.20.9:10090
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://58.254.14.91:808/hls/10/index.m3u8
CCTV10,http://180.119.253.225:8600/rtp/239.49.1.10:6000
CCTV10,http://180.119.253.225:8600/rtp/239.49.8.134:6000
CCTV10,http://171.213.134.224:19999/udp/239.93.1.28:5140
CCTV10,http://171.213.134.224:19999/udp/239.93.1.63:5140
CCTV10,http://180.108.222.92:8887/rtp/239.49.8.134:6000
CCTV10,http://180.108.222.92:8887/rtp/239.49.1.10:6000
CCTV10,http://113.251.226.86:8003/rtp/235.254.198.59:1512
CCTV10,http://114.226.231.252:8888/rtp/239.49.8.134:6000
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,http://58.254.14.91:808/hls/11/index.m3u8
CCTV11,http://171.213.134.224:19999/udp/239.93.0.170:5140
CCTV11,http://113.251.226.86:8003/rtp/235.254.198.7:1304
CCTV11,http://123.166.61.70:8003/hls/43/index.m3u8
CCTV11,http://180.119.253.225:8600/rtp/239.49.1.11:6000
CCTV11,http://123.53.244.24:5566/rtp/239.16.20.11:10110
CCTV11,http://171.213.134.224:19999/udp/239.93.0.102:5140
CCTV11,http://182.117.68.50:808/hls/11/index.m3u8
CCTV11,http://49.79.3.18:8889/rtp/239.49.1.11:6000
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://180.119.253.225:8600/rtp/239.49.1.12:6000
CCTV12,http://180.119.253.225:8600/rtp/239.49.8.135:6000
CCTV12,http://171.213.134.224:19999/udp/239.93.1.30:8124
CCTV12,http://171.213.134.224:19999/udp/239.93.1.41:5140
CCTV12,http://114.226.231.252:8888/rtp/239.49.1.12:6000
CCTV12,http://219.147.200.9:18080/newlive/live/hls/12/live.m3u8
CCTV12,http://123.53.244.24:5566/rtp/239.16.20.12:10120
CCTV12,http://123.53.244.24:5566/rtp/239.16.10.110:2000
CCTV12,http://58.254.14.91:808/hls/12/index.m3u8
CCTV13,http://58.254.14.91:808/hls/13/index.m3u8
CCTV13,http://180.119.253.225:8600/rtp/239.49.1.13:6000
CCTV13,http://171.213.134.224:19999/udp/239.93.0.66:5140
CCTV13,http://180.108.222.92:8887/rtp/239.49.1.13:6000
CCTV13,http://113.251.226.86:8003/rtp/235.254.198.9:1312
CCTV13,http://114.226.231.252:8888/rtp/239.49.1.13:6000
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://42.237.181.126:4000/rtp/225.1.4.113:1293
CCTV13,http://123.53.244.24:5566/rtp/239.16.20.13:10130
CCTV13,http://114.221.238.153:8888/rtp/239.49.1.13:6000
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://58.254.14.91:808/hls/14/index.m3u8
CCTV14,http://180.119.253.225:8600/rtp/239.49.1.14:6000
CCTV14,http://180.119.253.225:8600/rtp/239.49.8.136:6000
CCTV14,http://114.226.231.252:8888/rtp/239.49.1.14:6000
CCTV14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV14,http://180.108.222.92:8887/rtp/239.49.1.14:6000
CCTV14,http://49.79.3.18:8889/rtp/239.49.8.136:6000
CCTV14,http://49.79.3.18:8889/rtp/239.49.1.14:6000
CCTV14,http://114.221.238.153:8888/rtp/239.49.8.136:6000
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV15,http://58.254.14.91:808/hls/15/index.m3u8
CCTV15,http://180.119.253.225:8600/rtp/239.49.1.15:6000
CCTV15,http://113.251.226.86:8003/rtp/235.254.198.11:1320
CCTV15,http://114.226.231.252:8888/rtp/239.49.1.15:6000
CCTV15,http://123.166.61.70:8003/hls/44/index.m3u8
CCTV15,http://171.38.25.112:8181/tsfile/live/0015_1.m3u8
CCTV15,http://171.213.134.224:19999/udp/239.93.0.103:5140
CCTV15,http://123.53.244.24:5566/rtp/239.16.20.15:10150
CCTV15,http://180.108.222.92:8887/rtp/239.49.1.15:6000
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://123.166.61.70:8003/hls/16/index.m3u8
CCTV16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV16,http://113.118.15.163:808/hls/169/index.m3u8
CCTV16,http://221.217.54.246:8686/rtp/239.3.1.184:8001
CCTV16,rtp://239.3.1.184:8001
CCTV16,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8
CCTV16,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8
CCTV16,http://122.247.121.96:9999/udp/233.50.200.112:5140
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://171.213.134.224:19999/udp/239.93.0.92:5140
CCTV17,http://123.53.244.24:5566/rtp/239.16.10.129:2000
CCTV17,http://114.226.231.252:8888/rtp/239.49.1.7:6000
CCTV17,http://113.118.15.163:808/hls/35/index.m3u8
CCTV17,http://180.119.253.225:8600/rtp/239.49.1.7:6000
CCTV17,http://42.237.181.126:4000/rtp/225.1.4.226:2506
CCTV17,http://123.53.244.24:5566/rtp/239.16.20.7:10070
CCTV17,http://180.108.222.92:8887/rtp/239.49.1.7:6000
CCTV17,http://49.79.3.18:8889/rtp/239.49.1.7:6000
CCTV4K,rtp://239.3.1.245:2000
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://148.135.93.213:81/live.php?id=CCTV4K-av3a
CCTV4K,http://majian.ixiaobai.net:5540/udp/239.37.0.34:5540
CCTV4K,https://stream1.freetv.fun/0770bb3bc84ed4e330f1583e33152a2e4760aa48a1bf8cb1589c76bd0bd400f9.m3u8
